old_path,new_path,kind,reason
results/phase4_fetchtrace_supp_log.txt,experiments/logs/phase4_fetchtrace_supp_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/t6_t7_log.txt,experiments/logs/t6_t7_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_a_log.txt,experiments/logs/task_a_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_b_log.txt,experiments/logs/task_b_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_b_sweep.csv,results/data/historical/task-b-sweep.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_c_sweep1.csv,results/data/historical/task-c-sweep1.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_c_sweep1_log.txt,experiments/logs/task_c_sweep1_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_c_sweep2.csv,results/data/historical/task-c-sweep2.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_c_sweep2_log.txt,experiments/logs/task_c_sweep2_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_c_sweep3.csv,results/data/historical/task-c-sweep3.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_c_sweep3_log.txt,experiments/logs/task_c_sweep3_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_d_gate_log.txt,experiments/logs/task_d_gate_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_d_sweep_b.csv,results/data/historical/task-d-sweep-b.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_d_sweep_b_log.txt,experiments/logs/task_d_sweep_b_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_d_sweep_c.csv,results/data/historical/task-d-sweep-c.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_d_sweep_c_log.txt,experiments/logs/task_d_sweep_c_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_e_gate_log.txt,experiments/logs/task_e_gate_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_e_sweep_b.csv,results/data/historical/task-e-sweep-b.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_e_sweep_b_log.txt,experiments/logs/task_e_sweep_b_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/task_e_sweep_c.csv,results/data/historical/task-e-sweep-c.csv,move,"closed-campaign data, kept as evidence under results/data/historical/"
results/task_e_sweep_c_log.txt,experiments/logs/task_e_sweep_c_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
src/Makefile,src/Makefile,keep,mechanism / test / integration source; spec forbids moving src/*
src/bare_metal_env_baseline.sh,scripts/historical/bare-metal-env-baseline.sh,move,closed-campaign one-off -> scripts/historical/
src/bare_metal_session.sh,scripts/historical/bare-metal-session.sh,move,closed-campaign one-off -> scripts/historical/
src/baseline_main.c,src/baseline_main.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/belady.c,src/belady.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/belady.h,src/belady.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/belady_main.c,src/belady_main.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/bench_concurrent_read.c,src/bench_concurrent_read.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/budget.c,src/budget.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/budget.h,src/budget.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/build_wp2.sh,scripts/build-real-model-integration.sh,move,current reproducible sweep -> scripts/
src/cgroup_stat.c,src/cgroup_stat.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/cgroup_stat.h,src/cgroup_stat.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/fetch.c,src/fetch.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/fetch.h,src/fetch.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/fetch_trace.c,src/fetch_trace.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/fetch_trace.h,src/fetch_trace.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/gen_pattern.c,src/gen_pattern.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/livelock_phase0.sh,scripts/run-signal-audit.sh,move,current reproducible sweep -> scripts/
src/livelock_phase0_analyze.py,tools/analyze-signal-audit.py,move,analysis tool -> tools/
src/livelock_phase2.sh,scripts/run-livelock-synthetic-recheck.sh,move,current reproducible sweep -> scripts/
src/livelock_phase2_analyze.py,tools/analyze-livelock-synthetic.py,move,analysis tool -> tools/
src/livelock_phase3.sh,scripts/run-livelock-real-model.sh,move,current reproducible sweep -> scripts/
src/livelock_phase3_analyze.py,tools/analyze-livelock-real-model.py,move,analysis tool -> tools/
src/livelock_phase3b.sh,scripts/run-livelock-protect-on-probe.sh,move,current reproducible sweep -> scripts/
src/livelock_phase3c.sh,scripts/run-livelock-arm-d-protect-on.sh,move,current reproducible sweep -> scripts/
src/metrics.c,src/metrics.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/metrics.h,src/metrics.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/p1progress.sh,scripts/historical/p1progress.sh,move,closed-campaign one-off -> scripts/historical/
src/pager.c,src/pager.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/pager.h,src/pager.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/phase1_supervisor.sh,scripts/historical/phase1-supervisor.sh,move,closed-campaign one-off -> scripts/historical/
src/phase2_supervisor.sh,scripts/historical/phase2-supervisor.sh,move,closed-campaign one-off -> scripts/historical/
src/phase3_supervisor.sh,scripts/historical/phase3-supervisor.sh,move,closed-campaign one-off -> scripts/historical/
src/policy.c,src/policy.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/policy.h,src/policy.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/policy_trace.c,src/policy_trace.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/policy_trace.h,src/policy_trace.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/prefetch.c,src/prefetch.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/prefetch.h,src/prefetch.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/prefetch_pool.c,src/prefetch_pool.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/prefetch_pool.h,src/prefetch_pool.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/region.c,src/region.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/region.h,src/region.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/replay.c,src/replay.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/replay.h,src/replay.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/replay_main.c,src/replay_main.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/residctl_llama.c,src/residctl_llama.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/residctl_llama.h,src/residctl_llama.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/run_c13_phaseA1.sh,scripts/historical/run-c13-phaseA1.sh,move,closed-campaign one-off -> scripts/historical/
src/run_c13_phaseA2.sh,scripts/historical/run-c13-phaseA2.sh,move,closed-campaign one-off -> scripts/historical/
src/run_c13_phaseA3.sh,scripts/historical/run-c13-phaseA3.sh,move,closed-campaign one-off -> scripts/historical/
src/run_c13_phaseA3b.sh,scripts/historical/run-c13-phaseA3b.sh,move,closed-campaign one-off -> scripts/historical/
src/run_correctness_harness.sh,scripts/run-correctness-harness.sh,move,current reproducible sweep -> scripts/
src/run_final_phase1.sh,scripts/run-real-model-equal-budget.sh,move,current reproducible sweep -> scripts/
src/run_final_phase1_opt.sh,scripts/run-real-model-opt.sh,move,current reproducible sweep -> scripts/
src/run_final_phase2.sh,scripts/run-consumption-signal-sweep.sh,move,current reproducible sweep -> scripts/
src/run_final_phase3.sh,scripts/run-prefetch-collapse-probe.sh,move,current reproducible sweep -> scripts/
src/run_item10_harness.sh,scripts/historical/run-item10-harness.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item10_v2_harness.sh,scripts/historical/run-item10-v2-harness.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item1_tests.sh,scripts/historical/run-item1-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item2_3_tests.sh,scripts/historical/run-item2-3-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item4_tests.sh,scripts/historical/run-item4-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item5_tests.sh,scripts/historical/run-item5-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item6_tests.sh,scripts/historical/run-item6-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item8_tests.sh,scripts/historical/run-item8-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_item9_tests.sh,scripts/historical/run-item9-tests.sh,move,closed-campaign one-off -> scripts/historical/
src/run_one_random_rep.sh,scripts/historical/run-one-random-rep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase1_sweep.sh,scripts/historical/run-phase1-sweep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase2_gate.sh,scripts/historical/run-phase2-gate.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase2_sweep.sh,scripts/historical/run-phase2-sweep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase3_AB_rerun.sh,scripts/historical/run-phase3-AB-rerun.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase3_sweep.sh,scripts/historical/run-phase3-sweep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase4_AB_rerun.sh,scripts/historical/run-phase4-AB-rerun.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase4_fetchtrace_supp.sh,scripts/historical/run-phase4-fetchtrace-supp.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase4_random_only.sh,scripts/historical/run-phase4-random-only.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phase4_sweep.sh,scripts/historical/run-phase4-sweep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phaseB_gate.sh,scripts/historical/run-phaseB-gate.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phaseB_sweep.sh,scripts/historical/run-phaseB-sweep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phaseD_random_rep.sh,scripts/historical/run-phaseD-random-rep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_phaseD_sweep.sh,scripts/historical/run-phaseD-sweep.sh,move,closed-campaign one-off -> scripts/historical/
src/run_t6_t7.sh,scripts/run-storm-t6-t7.sh,move,current reproducible sweep -> scripts/
src/run_task_a.sh,scripts/historical/run-task-a.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_a_gate.sh,scripts/historical/run-task-a-gate.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_b.sh,scripts/historical/run-task-b.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_c_sweep1.sh,scripts/historical/run-task-c-sweep1.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_c_sweep2.sh,scripts/historical/run-task-c-sweep2.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_c_sweep2_redo_e.sh,scripts/historical/run-task-c-sweep2-redo-e.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_c_sweep2_resume.sh,scripts/historical/run-task-c-sweep2-resume.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_c_sweep3.sh,scripts/historical/run-task-c-sweep3.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_c_sweep3_resume.sh,scripts/historical/run-task-c-sweep3-resume.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_d_sweep_b.sh,scripts/historical/run-task-d-sweep-b.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_d_sweep_c.sh,scripts/historical/run-task-d-sweep-c.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_e_gate.sh,scripts/historical/run-task-e-gate.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_e_sweep_b.sh,scripts/historical/run-task-e-sweep-b.sh,move,closed-campaign one-off -> scripts/historical/
src/run_task_e_sweep_c.sh,scripts/historical/run-task-e-sweep-c.sh,move,closed-campaign one-off -> scripts/historical/
src/run_wp1_determinism.sh,scripts/run-policy-determinism-grid.sh,move,current reproducible sweep -> scripts/
src/run_wp1_gate.sh,scripts/run-learned-policy-gate.sh,move,current reproducible sweep -> scripts/
src/run_wp1_policytrace.sh,scripts/run-policy-trace.sh,move,current reproducible sweep -> scripts/
src/run_wp1_sweep.sh,scripts/run-declared-vs-learned-sweep.sh,move,current reproducible sweep -> scripts/
src/run_wp2_gate.sh,scripts/run-real-model-correctness-gate.sh,move,current reproducible sweep -> scripts/
src/run_wp2_smoke.sh,scripts/run-real-model-smoke.sh,move,current reproducible sweep -> scripts/
src/run_wp2_sweep.sh,scripts/run-real-model-arms-sweep.sh,move,current reproducible sweep -> scripts/
src/setup_wp2_llama.sh,scripts/setup-llama-cpp.sh,move,current reproducible sweep -> scripts/
src/smoke_p2.sh,scripts/historical/smoke-p2.sh,move,closed-campaign one-off -> scripts/historical/
src/test_correctness.c,src/test_correctness.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_eviction.c,src/test_eviction.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_pager.c,src/test_pager.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_policy.c,src/test_policy.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_prefetch.c,src/test_prefetch.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_replay.c,src/test_replay.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_startup.c,src/test_startup.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_storm.c,src/test_storm.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_t6.c,src/test_t6.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_t7.c,src/test_t7.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/test_trace.c,src/test_trace.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/trace.c,src/trace.c,keep,mechanism / test / integration source; spec forbids moving src/*
src/trace.h,src/trace.h,keep,mechanism / test / integration source; spec forbids moving src/*
src/wp2_gen.cpp,src/wp2_gen.cpp,keep,mechanism / test / integration source; spec forbids moving src/*
src/wp2_llama_mmap.patch,src/wp2_llama_mmap.patch,keep,mechanism / test / integration source; spec forbids moving src/*
src/wp2_opt.c,src/wp2_opt.c,keep,mechanism / test / integration source; spec forbids moving src/*
